movie_id,title,release_year,budget,revenue,profit,roi,tmdb_rating,imdb_rating,runtime_minutes,imdb_genre,tmdb_genres,certificate,industry_rating,popularity,original_language
302579,Naturally Native,1999,700000,10508,-689492,-0.98498857142857144,0.0,,,,"[{""id"": 18, ""name"": ""Drama""}]",,,0.578798,en
364083,Mi America,2015,2100000,3330,-2096670,-0.9984142857142857,0.0,,,,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",,,0.039007,en
116977,Foodfight!,2012,65000000,73706,-64926294,-0.99886606153846158,2.3,,,,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",,,5.258726,en
78149,"An Alan Smithee Film: Burn, Hollywood, Burn",1998,10000000,45779,-9954221,-0.9954221,3.0,,,,"[{""id"": 35, ""name"": ""Comedy""}]",,,0.666218,en
118452,"First Love, Last Rites",1998,300000,40542,-259458,-0.86486,3.0,,,,"[{""id"": 18, ""name"": ""Drama""}]",,,0.374291,en
173931,Legend of a Rabbit,2011,19000000,2570000,-16430000,-0.86473684210526314,3.0,,,,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",,,0.738652,zh
13805,Disaster Movie,2008,25000000,14109284,-10890716,-0.43562864,3.0,,,,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",PG-13,1.9,16.238961,en
31246,From Justin to Kelly,2003,12000000,4922166,-7077834,-0.5898195,3.0,,,,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",PG,2.1,1.623338,en
5491,Battlefield Earth,2000,44000000,21400000,-22600000,-0.51363636363636367,3.0,,,,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 10752, ""name"": ""War""}]",PG-13,2.5,7.89147,en
12142,Alone in the Dark,2005,20000000,10442808,-9557192,-0.4778596,3.1,,,,"[{""id"": 28, ""name"": ""Action""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",R,2.4,9.292987,en
9760,Epic Movie,2007,20000000,86865564,66865564,3.3432782,3.2,,,,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",PG-13,2.4,6.064638,en
9544,FearDotCom,2002,40000000,18902015,-21097985,-0.527449625,3.2,,,,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",R,3.4,6.756886,en
32316,Marci X,2003,20000000,1675706,-18324294,-0.9162147,3.3,,,,"[{""id"": 35, ""name"": ""Comedy""}]",,,5.65327,en
33155,Galaxina,1980,5500000,4865000,-635000,-0.11545454545454545,3.3,,,,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}]",,,2.141143,en
22345,Baby Geniuses,1999,12000000,36450736,24450736,2.0375613333333331,3.3,,,,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",PG,2.7,4.580081,en
10696,Glitter,2001,22000000,5271666,-16728334,-0.76037881818181818,3.4,,,,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",PG-13,2.3,3.809131,en
8046,Gigli,2003,54000000,7266209,-46733791,-0.865440574074074,3.5,,,,"[{""id"": 18, ""name"": ""Drama""}]",R,2.5,9.053456,en
168705,BloodRayne,2005,25000000,2405420,-22594580,-0.9037832,3.5,,,,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}]",R,2.9,7.008216,en
580,Jaws: The Revenge,1987,23000000,51881013,28881013,1.2556962173913044,3.5,,,,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",PG-13,3.0,12.777008,en
10073,Date Movie,2006,20000000,48548426,28548426,1.4274213,3.6,,,,"[{""id"": 35, ""name"": ""Comedy""}]",PG-13,2.8,10.098722,en
24113,Town & Country,2001,90000000,10372291,-79627709,-0.88475232222222222,3.7,,,,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",,,1.004579,en
7278,Meet the Spartans,2008,30000000,84646831,54646831,1.8215610333333334,3.7,,,,"[{""id"": 35, ""name"": ""Comedy""}]",PG-13,2.8,10.608998,en
218043,Left Behind,2014,16000000,19682924,3682924,0.23018275,3.7,,,,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",PG-13,3.1,33.452469,en
38665,The Legend of the Lone Ranger,1981,18000000,2945600,-15054400,-0.83635555555555552,3.7,,,,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 37, ""name"": ""Western""}]",PG,5.1,11.725805,en
9823,Mortal Kombat: Annihilation,1997,30000000,51376861,21376861,0.71256203333333334,3.8,,,,"[{""id"": 28, ""name"": ""Action""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]",PG-13,3.7,11.916389,en
73247,Heartbeeps,1981,10000000,2154696,-7845304,-0.7845304,3.8,,,,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10751, ""name"": ""Family""}]",PG,4.3,0.518056,en
199933,Atlas Shrugged Part III: Who is John Galt?,2014,5000000,846704,-4153296,-0.8306592,3.9,,,,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 9648, ""name"": ""Mystery""}]",,,1.731035,en
15268,Street Fighter: The Legend of Chun-Li,2009,50000000,12764201,-37235799,-0.74471598,3.9,,,,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",PG-13,3.7,8.139676,en
17711,The Adventures of Rocky & Bullwinkle,2000,76000000,35134820,-40865180,-0.53769973684210526,3.9,,,,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",PG,4.2,8.981427,en
10253,Dragon Wars: D-War,2007,70000000,53587404,-16412596,-0.23446565714285714,4.0,,,,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",,,4.822033,ko
38153,Shadow Conspiracy,1997,45000000,2154540,-42845460,-0.95212133333333338,4.0,,,,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",,,3.848893,en
9607,Super Mario Bros.,1993,48000000,20915465,-27084535,-0.56426114583333331,4.0,,,,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",PG,4.1,14.587367,en
13948,An American Carol,2008,20000000,7000000,-13000000,-0.65,4.1,,,,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}]",,,2.605374,en
301748,The Opposite Sex,2014,3300000,45000,-3255000,-0.98636363636363633,4.1,,,,"[{""id"": 35, ""name"": ""Comedy""}]",,,2.964785,en
71880,Jack and Jill,2011,79000000,149673788,70673788,0.89460491139240506,4.1,,,,"[{""id"": 35, ""name"": ""Comedy""}]",PG,3.3,22.132418,en
10152,Dumb and Dumberer: When Harry Met Lloyd,2003,19000000,39267515,20267515,1.0667113157894736,4.1,,,,"[{""id"": 35, ""name"": ""Comedy""}]",PG-13,3.4,15.67747,en
11411,Superman IV: The Quest for Peace,1987,17000000,19300000,2300000,0.13529411764705881,4.1,,,,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",PG,3.7,17.062117,en
109729,The Canyons,2013,250000,56825,-193175,-0.7727,4.1,,,,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]",R,3.8,6.978907,en
1639,Speed 2: Cruise Control,1997,160000000,164508066,4508066,0.0281754125,4.1,,,,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",PG-13,3.9,23.336875,en
11667,Street Fighter,1994,35000000,99423521,64423521,1.8406720285714286,4.1,,,,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",PG-13,4.0,19.286099,en
40688,Meet the Deedles,1998,24000000,4562146,-19437854,-0.80991058333333332,4.1,,,,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",PG,4.1,2.353441,en
17708,Corky Romano,2001,11000000,23978402,12978402,1.1798547272727273,4.1,,,,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",PG-13,4.7,3.495758,en
241251,The Boy Next Door,2015,4000000,52425855,48425855,12.10646375,4.1,,,,"[{""id"": 53, ""name"": ""Thriller""}]",R,4.7,24.161735,en
14351,Crossover,2006,5800000,7000000,1200000,0.20689655172413793,4.2,,,,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}]",,,3.201886,en
40264,Vampires Suck,2010,20000000,80547866,60547866,3.0273933,4.2,,,,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 35, ""name"": ""Comedy""}]",PG-13,3.4,17.165039,en
314,Catwoman,2004,100000000,82102379,-17897621,-0.17897621,4.2,,,,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}]",PG-13,3.4,32.271938,en
415,Batman & Robin,1997,125000000,238207122,113207122,0.905656976,4.2,,,,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 14, ""name"": ""Fantasy""}]",PG-13,3.8,50.073575,en
5550,RoboCop 3,1993,22000000,10696210,-11303790,-0.51380863636363638,4.2,,,,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",PG-13,4.1,14.725467,en
10285,Jason Goes to Hell: The Final Friday,1993,3000000,15938065,12938065,4.312688333333333,4.2,,,,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",,4.2,10.341982,en
10366,Universal Soldier: The Return,1999,45000000,10667893,-34332107,-0.76293571111111114,4.2,,,,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",R,4.2,14.566664,en
14623,Thunderbirds,2004,57000000,28283637,-28716363,-0.50379584210526318,4.2,,,,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]",PG,4.3,9.27875,en
12704,Ishtar,1987,55000000,14375181,-40624819,-0.73863307272727274,4.2,,,,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",PG-13,4.5,2.410546,en
70478,The Stewardesses,1969,100000,27000000,26900000,269.0,4.3,,,,"[{""id"": 35, ""name"": ""Comedy""}]",,,1.183892,en
14324,Virgin Territory,2007,38000000,5410749,-32589251,-0.85761186842105264,4.3,,,,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",,,6.760922,en
8854,Steel,1997,16000000,1686429,-14313571,-0.8945981875,4.3,,,,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",PG-13,2.9,2.848727,en
351819,Fifty Shades of Black,2016,20000000,21164799,1164799,0.05823995,4.3,,,,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}]",R,3.5,14.947588,en
10550,Ballistic: Ecks vs. Sever,2002,70000000,19924033,-50075967,-0.71537095714285714,4.3,,,,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",R,3.7,8.37378,en
12177,The Love Guru,2008,62000000,41819064,-20180936,-0.32549896774193549,4.3,,,,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",PG-13,3.8,13.218008,en
1831,The Next Best Thing,2000,25000000,24362772,-637228,-0.02548912,4.3,,,,"[{""id"": 35, ""name"": ""Comedy""}]",PG-13,4.7,3.707511,en
23685,Monkeybone,2001,75000000,5409517,-69590483,-0.92787310666666667,4.3,,,,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",PG-13,4.8,8.098369,en
146203,The Last Exorcism Part II,2013,5000000,15179302,10179302,2.0358604,4.4,,,,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",,,10.605752,en
14199,The Adventures of Sharkboy and Lavagirl,2005,50000000,69425966,19425966,0.38851932,4.4,,,,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 878, ""name"": ""Science Fiction""}]",,,12.31101,en
56288,Spy Kids: All the Time in the World,2011,27000000,85564310,58564310,2.1690485185185184,4.4,,,,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 28, ""name"": ""Action""}]",,,14.788073,en
14144,Daddy Day Camp,2007,6000000,18197398,12197398,2.0328996666666668,4.4,,,,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",,,12.601677,en
79316,Devil's Due,2014,7000000,36433975,29433975,4.2048535714285711,4.4,,,,"[{""id"": 27, ""name"": ""Horror""}]",,,14.741589,en
889,The Flintstones in Viva Rock Vegas,2000,83000000,59468275,-23531725,-0.28351475903614459,4.4,,,,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10749, ""name"": ""Romance""}]",PG,3.7,6.248309,en
11692,The Adventures of Pluto Nash,2002,100000000,7103973,-92896027,-0.92896027,4.4,,,,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}]",PG-13,3.8,12.092241,en
188207,The Legend of Hercules,2014,70000000,61279452,-8720548,-0.12457925714285714,4.4,,,,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",PG-13,4.2,25.020428,en
166424,Fantastic Four,2015,120000000,167977596,47977596,0.3998133,4.4,,,,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",PG-13,4.2,38.126095,en
12212,Urban Legends: Final Cut,2000,14000000,38574362,24574362,1.7553115714285714,4.4,,,,"[{""id"": 27, ""name"": ""Horror""}]",R,4.3,8.885017,en
87818,Movie 43,2013,6000000,32438988,26438988,4.406498,4.4,,,,"[{""id"": 35, ""name"": ""Comedy""}]",R,4.3,35.350303,en
9879,Striptease,1996,50000000,113309743,63309743,1.26619486,4.4,,,,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",R,4.5,11.106006,en
12211,Highlander: Endgame,2000,25000000,15843608,-9156392,-0.36625568,4.4,,,,"[{""id"": 28, ""name"": ""Action""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]",R,4.6,11.782725,en
20533,Jonah Hex,2010,47000000,10539000,-36461000,-0.77576595744680854,4.4,,,,"[{""id"": 28, ""name"": ""Action""}, {""id"": 37, ""name"": ""Western""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 53, ""name"": ""Thriller""}]",PG-13,4.7,22.581313,en
17436,The Informers,2008,18000000,382174,-17617826,-0.97876811111111106,4.4,,,,"[{""id"": 18, ""name"": ""Drama""}]",R,5.0,6.333869,en
24227,Excessive Force,1993,3000000,1200000,-1800000,-0.6,4.5,,,,"[{""id"": 28, ""name"": ""Action""}]",,,1.279106,en
10067,The Shaggy Dog,2006,50000000,61112916,11112916,0.22225832,4.5,,,,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",,,4.280619,en
8842,Against the Ropes,2004,39000000,6614280,-32385720,-0.83040307692307691,4.5,,,,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",,,2.817364,en
11586,Exorcist II: The Heretic,1977,14000000,30749142,16749142,1.1963672857142857,4.5,,,,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 14, ""name"": ""Fantasy""}]",,,11.543363,en
17926,Undiscovered,2005,9000000,1046166,-7953834,-0.88375933333333334,4.5,,,,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",,,2.009597,en
34341,Men with Brooms,2002,7500000,4245870,-3254130,-0.433884,4.5,,,,"[{""id"": 35, ""name"": ""Comedy""}]",,,1.369528,en
43935,Dylan Dog: Dead of Night,2011,20000000,4634062,-15365938,-0.7682969,4.5,,,,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",,,10.617236,en
11442,Halloween: Resurrection,2002,13000000,37664855,24664855,1.8972965384615386,4.5,,,,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",R,4.0,11.045593,en
79694,The Apparition,2012,17000000,9627492,-7372508,-0.4336769411764706,4.5,,,,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",PG-13,4.1,6.385234,en
11470,Jason X,2001,11000000,16951798,5951798,0.54107254545454542,4.5,,,,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}]",R,4.4,11.220643,en
8011,Highlander: The Final Dimension,1994,26000000,36800000,10800000,0.41538461538461541,4.5,,,,"[{""id"": 28, ""name"": ""Action""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]",PG-13,4.5,7.964451,en
9624,On Deadly Ground,1994,50000000,49000000,-1000000,-0.02,4.5,,,,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",R,4.6,9.114168,en
10477,Driven,2001,94000000,54744738,-39255262,-0.41760917021276595,4.5,,,,"[{""id"": 28, ""name"": ""Action""}]",PG-13,4.6,8.468586,en
12158,Vampire in Brooklyn,1995,14000000,19800000,5800000,0.41428571428571431,4.5,,,,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 10749, ""name"": ""Romance""}]",R,4.6,6.772615,en
10306,Poltergeist III,1988,10500000,14144000,3644000,0.34704761904761905,4.5,,,,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",PG,4.7,11.225044,en
33676,Losin' It,1983,7000000,1246141,-5753859,-0.82197985714285715,4.5,,,,"[{""id"": 35, ""name"": ""Comedy""}]",R,4.9,2.550045,en
241254,The Prince,2014,18000000,266586800,248586800,13.810377777777777,4.6,,,,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}]",,,21.638673,en
4258,Scary Movie 5,2013,20000000,78378744,58378744,2.9189372,4.6,,,,"[{""id"": 35, ""name"": ""Comedy""}]",,,36.819044,en
5393,Happily N'Ever After,2006,47000000,38085778,-8914222,-0.18966429787234043,4.6,,,,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]",,,10.410933,en
5822,Sweet Sweetback's Baadasssss Song,1971,150000,15200000,15050000,100.33333333333333,4.6,,,,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",,,0.132878,en
126509,2016: Obama's America,2012,2500000,33400000,30900000,12.36,4.6,,,,"[{""id"": 99, ""name"": ""Documentary""}]",,,0.973582,en
18475,The Cookout,2004,16000000,12,-15999988,-0.99999925,4.6,,,,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",,,0.830596,en
75531,Isn't She Great,2000,36000000,3003296,-32996704,-0.91657511111111112,4.6,,,,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",,,1.068453,de
42889,The Virginity Hit,2010,2000000,563706,-1436294,-0.718147,4.6,,,,"[{""id"": 35, ""name"": ""Comedy""}]",,,3.125382,en
157544,The Vatican Tapes,2015,13000000,1784763,-11215237,-0.86271053846153845,4.6,,,,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 27, ""name"": ""Horror""}]",,,10.475368,en
35169,Furry Vengeance,2010,35000000,39340177,4340177,0.12400505714285714,4.6,,,,"[{""id"": 35, ""name"": ""Comedy""}]",PG,3.8,13.668633,en
27549,Beastmaster 2: Through the Portal of Time,1991,6000000,869325,-5130675,-0.8551125,4.6,,,,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]",PG-13,4.1,1.478505,en
8968,Boogeyman,2005,20000000,67192859,47192859,2.35964295,4.6,,,,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]",PG-13,4.2,11.62423,en
76487,The Devil Inside,2012,1000000,101758490,100758490,100.75849,4.6,,,,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 27, ""name"": ""Horror""}]",R,4.2,13.152822,en
3093,Basic Instinct 2,2006,70000000,38629478,-31370522,-0.44815031428571428,4.6,,,,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",R,4.3,13.483387,en
9306,The Island of Dr. Moreau,1996,40000000,49627779,9627779,0.240694475,4.6,,,,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}]",PG-13,4.5,13.210898,en
11090,The Animal,2001,22000000,84772742,62772742,2.8533064545454545,4.6,,,,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",PG-13,4.8,13.786075,en
15992,Abandon,2002,25000000,10719357,-14280643,-0.57122572,4.6,,,,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",PG-13,4.9,3.888776,en
17610,Year One,2009,60000000,62357900,2357900,0.039298333333333331,4.6,,,,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 12, ""name"": ""Adventure""}]",PG-13,4.9,25.293538,en
10577,Dracula 2000,2000,28000000,33000337,5000337,0.17858346428571428,4.6,,,,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 27, ""name"": ""Horror""}]",R,4.9,6.756771,en
13972,The Women,2008,16000000,50007546,34007546,2.125471625,4.6,,,,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",PG-13,5.0,8.8321,en
10944,In the Cut,2003,12000000,23,-11999977,-0.99999808333333329,4.6,,,,"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",R,5.3,10.536092,en
59728,The 5th Quarter,2011,6000000,399611,-5600389,-0.93339816666666664,4.7,,,,"[{""id"": 18, ""name"": ""Drama""}]",,,0.215464,en
11058,Godsend,2004,25000000,30114487,5114487,0.20457948,4.7,,,,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",,,12.10235,en
70829,The Last Godfather,2010,13400000,16700000,3300000,0.2462686567164179,4.7,,,,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}]",,,0.680753,en
14396,Code Name: The Cleaner,2007,20000000,10337477,-9662523,-0.48312615,4.7,,,,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",,,9.36146,en
6116,Spice World,1997,25000000,100000000,75000000,3.0,4.7,,,,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}]",PG,3.5,6.889437,en
17130,Crossroads,2002,12000000,61141030,49141030,4.0950858333333331,4.7,,,,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",PG-13,3.6,6.703319,en
10196,The Last Airbender,2010,150000000,318502923,168502923,1.12335282,4.7,,,,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",PG,4.0,33.769336,en
10718,Torque,2004,40000000,46546197,6546197,0.163654925,4.7,,,,"[{""id"": 28, ""name"": ""Action""}]",PG-13,4.1,7.360793,en
12279,Spy Kids 3-D: Game Over,2003,38000000,197011982,159011982,4.1845258421052636,4.7,,,,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 878, ""name"": ""Science Fiction""}]",PG,4.3,21.998734,en
